superkingdom	phylum	class	order	family	genus	species
TRINITY_DN10388_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10388_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10392_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10399_c1_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN103_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10403_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104055_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN104056_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104075_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104089_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10408_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10408_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10408_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN104091_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104120_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104121_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN104125_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104139_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10414_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104150_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	Turbinaria reniformis
TRINITY_DN10417_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN104193_c0_g1_i1	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN104237_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	NA
TRINITY_DN104268_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN104284_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104285_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10428_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10428_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10428_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10428_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10428_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN104316_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104321_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10434_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10434_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104379_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104387_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN104387_c2_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104392_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN104406_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN104406_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN104407_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium kawagutii
TRINITY_DN104420_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104447_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN10444_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN104453_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleralcyonacea	Primnoidae	Callogorgia	Callogorgia gracilis
TRINITY_DN104454_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN104488_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	Meandrina	Meandrina meandrites
TRINITY_DN1044_c0_g2_i1	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
TRINITY_DN104505_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN104514_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites divaricata
TRINITY_DN10452_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10453_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104553_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104553_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104577_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN104579_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Antipatharia	Myriopathidae	Plumapathes	Plumapathes pennacea
TRINITY_DN104593_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104599_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	Blastomussa	Blastomussa wellsi
TRINITY_DN104606_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104620_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104621_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104630_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN104641_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN104646_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN104651_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104664_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104664_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10467_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10467_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN104680_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104684_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104705_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN104716_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN10471_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104722_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10473_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10473_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104744_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104752_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10475_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN10475_c1_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Oculinidae	Oculina	Oculina arbuscula
TRINITY_DN104769_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10477_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN10477_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN10477_c2_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN10477_c2_g1_i9	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN10481_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Corallimorpharia	Ricordeidae	Ricordea	Ricordea florida
TRINITY_DN10485_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10485_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104860_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	Porites cylindrica
TRINITY_DN10487_c0_g1_i10	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10487_c0_g1_i11	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10487_c0_g1_i15	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10487_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10487_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10487_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10487_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104911_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104956_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104974_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	Blastomussa	Blastomussa wellsi
TRINITY_DN10497_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis
TRINITY_DN10497_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis
TRINITY_DN10497_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis
TRINITY_DN10497_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis
TRINITY_DN10497_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	Pocillopora grandis
TRINITY_DN104983_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Turbinaria	Turbinaria reniformis
TRINITY_DN10498_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN104_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN104_c0_g2_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN104_c0_g2_i13	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104_c0_g2_i14	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN104_c0_g2_i17	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104_c0_g2_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN104_c0_g2_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN104_c0_g3_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN104_c0_g3_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN105026_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN105037_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	NA	NA
TRINITY_DN105045_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105048_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10506_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN10506_c0_g2_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	Montipora sp. UDUK0000274
TRINITY_DN10506_c0_g3_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105078_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105082_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105083_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	Duncanopsammia	Duncanopsammia axifuga
TRINITY_DN105098_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN105100_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	NA	NA
TRINITY_DN105103_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN105120_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN105123_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105136_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN105151_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10516_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10516_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105188_c0_g1_i1	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. DOCU1
TRINITY_DN1051_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1051_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105204_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Cladocopium	NA
TRINITY_DN105218_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10522_c0_g2_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN10523_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105241_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Antipatharia	Myriopathidae	Plumapathes	Plumapathes pennacea
TRINITY_DN105254_c0_g1_i1	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN105270_c0_g1_i1	Eukaryota	Chlorophyta	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	NA
TRINITY_DN105280_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105280_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1052_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105348_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN105362_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105370_c0_g1_i1	Eukaryota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium kawagutii
TRINITY_DN105372_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN105374_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10537_c0_g1_i11	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10537_c0_g1_i16	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10537_c0_g1_i18	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10537_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10537_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10537_c0_g1_i9	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10537_c1_g1_i2	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10537_c8_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Lobophylliidae	Micromussa	Micromussa lordhowensis
TRINITY_DN1053_c0_g2_i1	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN105420_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105439_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10543_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105450_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN105458_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105481_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105499_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	NA	NA
TRINITY_DN105515_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105518_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN105523_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105562_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN105568_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN105580_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN105610_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10561_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10561_c0_g1_i11	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN10561_c0_g1_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10561_c0_g1_i13	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10561_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN10562_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN10562_c0_g1_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN10562_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10562_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
TRINITY_DN10562_c1_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105667_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea radians
TRINITY_DN105669_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Meandrinidae	NA	NA
TRINITY_DN105684_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105699_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10572_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN10573_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN105744_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10576_c0_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10576_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10576_c0_g1_i5	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10576_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10576_c0_g1_i7	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Poritidae	Porites	NA
TRINITY_DN10576_c1_g1_i12	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10576_c1_g1_i13	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10576_c1_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	Siderastrea siderea
TRINITY_DN10576_c1_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10576_c1_g1_i8	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105774_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10577_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10577_c0_g1_i4	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
TRINITY_DN10578_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10578_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN1057_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN10580_c0_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	NA
TRINITY_DN10580_c0_g1_i6	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Madracis	Madracis senaria
TRINITY_DN105839_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Siderastreidae	Siderastrea	NA
TRINITY_DN105848_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105892_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN1058_c0_g2_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN1058_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN1058_c1_g1_i2	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN1058_c1_g1_i3	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Euphylliidae	Galaxea	Galaxea fascicularis
TRINITY_DN105903_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105916_c1_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Dendrophylliidae	NA	NA
TRINITY_DN105934_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	NA
TRINITY_DN105939_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
TRINITY_DN105951_c0_g1_i1	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
